HomeCentral
 Falkenstrasse 20
 8630 Rueti
 Datum: 16.01.15 00:00
 
 Startzeit: 2015-01-16 00:00:15 +0100
 60	32	32	44	91	93	0	0	255
 106	32	32	44	91	93	0	0	255
 151	32	32	44	91	93	0	0	255
 196	32	32	44	91	93	0	0	255
 242	32	32	44	91	93	0	0	255
 287	32	32	44	91	93	2	0	255
 332	32	32	44	91	93	0	0	255
 378	32	32	44	91	93	2	0	255
 423	32	32	44	91	93	0	0	255
 469	32	32	44	91	93	0	0	255
 514	32	32	44	91	93	0	0	255
 559	32	32	44	91	93	0	0	255
 605	32	32	44	91	93	0	0	255
 650	32	32	44	91	93	2	0	255
 695	32	32	44	91	93	0	0	255
 741	32	32	44	91	93	0	0	255
 786	32	32	44	91	93	0	0	255
 831	32	32	44	91	93	0	0	255
 877	32	32	44	91	93	0	0	255
 922	32	32	44	91	93	0	0	255
 967	32	32	44	91	93	0	0	255
 1013	32	32	44	91	93	0	0	255
 1058	32	32	44	91	93	0	0	255
 1104	32	32	44	90	93	0	0	255
 1149	32	32	44	91	93	0	0	255
 1194	32	32	44	91	93	0	0	255
 1240	32	32	44	90	93	0	0	255
 1285	32	32	44	91	93	0	0	255
 1330	32	32	44	90	93	0	0	255
 1376	32	32	44	90	93	0	0	255
 1421	32	32	44	91	93	0	0	255
 1466	32	32	44	91	93	0	0	255
 1512	32	32	44	91	93	0	0	255
 1557	32	32	44	90	93	0	0	255
 1602	32	32	44	90	93	0	0	255
 1648	32	32	44	90	93	0	0	255
 1738	32	32	44	90	93	0	0	255
 1784	32	32	44	90	93	0	0	255
 1829	32	32	44	90	93	0	0	255
 1874	32	32	44	90	93	0	0	255
 1920	32	32	44	90	93	0	0	255
 1965	32	32	44	90	93	0	0	255
 2011	32	32	43	90	93	0	0	255
 2056	32	32	43	90	93	0	0	255
 2101	32	32	43	90	93	0	0	255
 2147	32	32	43	90	93	0	0	255
 2192	32	32	43	90	93	0	0	255
 2237	32	32	43	90	93	0	0	255
 2283	32	32	43	90	93	0	0	255
 2328	32	32	43	90	93	0	0	255
 2373	32	32	43	90	93	0	0	255
 2419	32	32	42	90	93	0	0	255
 2464	32	32	42	90	92	0	0	255
 2509	32	32	42	90	93	0	0	255
 2555	32	32	42	90	92	0	0	255
 2600	32	32	42	90	93	0	0	255
 2645	32	32	42	90	92	0	0	255
 2691	32	32	42	90	92	0	0	255
 2736	32	32	42	90	92	0	0	255
 2782	32	32	42	90	92	0	0	255
 2827	32	32	42	90	92	0	0	255
 2873	32	32	42	90	92	0	0	255
 2918	32	32	42	90	92	0	0	255
 2963	32	32	42	90	92	0	0	255
 3008	32	32	42	90	92	0	0	255
 3054	32	32	42	90	92	0	0	255
 3099	32	32	42	90	92	0	0	255
 3144	32	32	42	90	92	0	0	255
 3190	32	32	42	90	92	0	0	255
 3235	32	32	42	90	92	0	0	255
 3280	32	32	42	90	92	0	0	255
 3326	32	32	42	90	92	0	0	255
 3374	32	32	42	90	92	0	0	255
 3416	32	32	42	90	92	0	0	255
 3462	32	32	42	90	92	0	0	255
 3507	32	32	42	90	92	0	0	255
 3553	32	32	42	90	92	0	0	255
 3598	32	32	42	90	92	0	0	255
 3643	32	32	42	90	92	0	0	255
 3689	32	32	42	90	92	0	0	255
 3734	32	32	42	90	92	0	0	255
 3779	32	32	41	90	92	0	0	255
 3825	32	32	41	90	92	0	0	255
 3870	32	32	41	90	92	0	0	255
 3915	32	32	41	90	92	0	0	255
 3961	32	32	41	90	92	0	0	255
 4007	32	32	41	90	92	0	0	255
