2014	1	2	10260	157	65.3503184713376
2014	1	3	11388	223	51.067264573991
2014	1	4	2566	72	35.6388888888889
2014	1	5	21003	428	49.0724299065421
2014	1	6	52137	470	110.929787234043
2014	1	7	64251	483	133.024844720497
2014	1	8	48697	385	126.485714285714
2014	1	9	41923	317	132.249211356467
2014	1	10	0	0	0
2014	1	11	6986	68	102.735294117647
2014	1	12	57581	422	136.447867298578
2014	1	13	21783	177	123.067796610169
2014	1	14	12	1	12
2014	1	15	45870	345	132.95652173913
2014	1	16	966	9	107.333333333333
2014	1	17	0	0	0
2014	1	18	4141	120	34.5083333333333
2014	1	19	2434	63	38.6349206349206
2014	1	20	5717	123	46.479674796748
2014	1	21	0	0	0
2014	1	22	23729	309	76.7928802588997
2014	1	23	0	0	0
2014	1	24	0	0	0
2014	1	25	44880	382	117.486910994764
2014	1	26	13807	125	110.456
2014	1	27	8660	84	103.095238095238
2014	1	28	71244	519	137.271676300578
2014	1	29	36625	267	137.172284644195
2014	1	30	0	0	0
2014	1	31	57966	419	138.343675417661
2014	2	1	41766	296	141.101351351351
2014	2	2	0	0	0
2014	2	3	7264	74	98.1621621621622
2014	2	4	21033	216	97.375
2014	2	5	0	0	0
2014	2	6	70071	485	144.476288659794
2014	2	7	898	8	112.25
2014	2	8	5313	51	104.176470588235
2014	2	9	58149	420	138.45
2014	2	10	25396	208	122.096153846154
2014	2	11	32960	254	129.763779527559
2014	2	12	75114	486	154.555555555556
2014	2	13	8	1	8
2014	2	14	5422	54	100.407407407407
2014	2	15	70654	489	144.486707566462
2014	2	16	0	0	0
2014	2	17	38976	296	131.675675675676
2014	2	18	58158	430	135.251162790698
2014	2	19	0	0	0
2014	2	20	89133	584	152.625
2014	2	21	0	0	0
2014	2	22	68340	453	150.860927152318
2014	2	23	93427	520	179.667307692308
2014	2	24	115651	633	182.703001579779
2014	2	25	67305	374	179.959893048128
2014	2	26	8174	58	140.931034482759
2014	2	27	55027	338	162.801775147929
2014	2	28	72973	427	170.896955503513
2014	3	1	23835	170	140.205882352941
2014	3	2	11	1	11
2014	3	3	15437	137	112.678832116788
2014	3	4	35	1	35
2014	3	5	23068	215	107.293023255814
2014	3	6	66903	509	131.440078585462
2014	3	7	92037	598	153.908026755853
2014	3	8	99417	567	175.338624338624
2014	3	9	123855	677	182.94682422452
2014	3	10	115757	638	181.437304075235
2014	3	11	61606	389	158.370179948586
2014	3	12	123739	673	183.861812778603
2014	3	13	112973	611	184.89852700491
2014	3	14	121761	671	181.461997019374
2014	3	15	9518	60	158.633333333333
2014	3	16	58175	365	159.383561643836
2014	3	17	135616	740	183.264864864865
2014	3	18	124767	686	181.876093294461
2014	3	19	100198	555	180.536936936937
2014	3	20	104847	568	184.589788732394
2014	3	21	97820	534	183.183520599251
2014	3	22	0	0	0
2014	3	23	52	1	52
2014	3	24	13605	108	125.972222222222
2014	3	25	52911	381	138.874015748031
2014	3	26	48496	329	147.404255319149
2014	3	27	104856	589	178.02376910017
2014	3	28	139625	752	185.671542553192
2014	3	29	102103	548	186.319343065693
2014	3	30	96099	527	182.351043643264
2014	3	31	109718	594	184.710437710438
2014	4	1	113176	620	182.541935483871
2014	4	2	109593	585	187.338461538462
2014	4	3	1240	8	155
2014	4	4	68213	444	153.632882882883
2014	4	5	0	0	0
2014	4	6	88058	520	169.342307692308
2014	4	7	74438	407	182.894348894349
2014	4	8	2085	14	148.928571428571
2014	4	9	129772	724	179.243093922652
2014	4	10	95331	515	185.108737864078
2014	4	11	98621	534	184.683520599251
2014	4	12	121151	671	180.552906110283
2014	4	13	108577	596	182.176174496644
2014	4	14	101924	564	180.716312056738
2014	4	15	101932	551	184.994555353902
2014	4	16	101082	527	191.806451612903
2014	4	17	103300	550	187.818181818182
2014	4	18	0	0	0
2014	4	19	52685	357	147.577030812325
2014	4	20	138499	737	187.922659430122
2014	4	21	0	0	0
2014	4	22	84482	510	165.650980392157
2014	4	23	149095	811	183.840937114673
2014	4	24	102449	557	183.929982046679
2014	4	25	110127	611	180.240589198036
2014	4	26	40734	234	174.076923076923
2014	4	27	14473	97	149.20618556701
2014	4	28	75	1	75
2014	4	29	28307	224	126.370535714286
2014	4	30	3819	36	106.083333333333
2014	5	1	54082	400	135.205
2014	5	2	8061	72	111.958333333333
