HomeCentral
Falkenstrasse 20
8630 Rueti
Datum: 28.02.15 00:00
Startzeit: 2015-02-28 00:00:19 +0100
65	28	28	28	91	93	6	0	255
110	28	28	28	91	93	6	0	255
155	28	28	28	91	93	6	0	255
201	28	28	28	91	93	6	0	255
246	28	28	28	91	93	7	0	255
291	28	28	28	91	93	6	0	255
337	28	28	28	91	93	6	0	255
427	28	28	28	91	93	6	0	255
469	28	28	28	91	93	6	50	255
515	28	28	28	91	93	6	65	255
557	28	28	28	91	93	6	63	255
601	28	28	28	91	93	6	70	255
644	28	28	28	91	93	6	61	255
691	28	28	28	91	93	6	62	255
735	28	28	28	91	93	6	68	255
779	28	28	28	91	93	6	54	255
822	28	28	28	91	93	6	61	255
868	28	28	28	91	93	6	45	255
910	28	28	28	91	93	6	62	255
955	28	28	28	91	93	6	80	255
999	28	28	28	91	93	6	94	255
1043	28	28	28	91	93	6	90	255
1085	28	28	28	91	93	6	81	255
1129	28	28	28	91	93	6	77	255
1172	28	28	28	91	93	6	97	255
1214	28	28	28	91	93	6	80	255
1262	28	28	28	91	93	6	93	255
1310	28	28	28	91	93	6	100	255
1356	28	28	28	91	93	6	50	255
1399	28	28	28	91	93	6	43	255
1444	28	28	28	91	93	6	27	255
1487	28	28	28	91	93	6	18	255
1531	28	28	28	91	93	6	29	255
1579	28	28	28	91	93	6	37	255
1623	28	28	28	91	93	6	50	255
1668	28	28	28	91	93	6	33	255
1715	28	28	28	91	93	6	20	255
1760	28	28	28	91	93	6	30	255
1803	28	28	28	91	93	6	48	255
1848	28	28	28	91	93	6	34	255
1894	28	28	28	91	93	6	17	255
1939	28	28	28	91	93	6	25	255
1981	28	28	28	91	93	6	41	255
2024	28	28	28	91	93	6	47	255
2071	28	28	28	91	93	6	66	255
2118	28	28	28	91	93	6	52	255
2160	28	28	28	91	93	6	34	255
2205	28	28	28	91	93	6	29	255
2253	28	28	28	91	93	6	25	255
2300	28	28	28	91	93	6	45	255
2346	28	28	28	91	93	6	25	255
2390	28	28	28	91	93	6	39	255
2433	28	28	28	91	93	6	39	255
2480	28	28	28	91	93	6	40	255
2523	28	28	28	91	93	6	33	255
2571	28	28	28	91	93	6	53	255
2619	28	28	28	91	93	6	44	255
2665	28	28	28	91	93	6	36	255
2711	28	28	28	91	93	6	30	255
2759	28	28	28	91	93	6	25	255
2806	28	28	28	91	93	6	28	255
2851	28	28	28	91	93	6	46	255
2897	28	28	28	91	93	6	41	255
2941	28	28	28	91	93	6	51	255
2989	28	28	28	91	93	6	46	255
3037	28	28	28	91	93	6	60	255
3079	28	28	28	91	93	6	55	255
3122	28	28	28	91	93	6	68	255
3166	28	28	28	91	93	6	76	255
3213	28	28	28	91	93	6	79	255
3260	28	28	28	91	93	6	60	255
3305	28	28	28	91	93	6	53	255
3351	28	28	28	91	93	6	60	255
3393	28	28	28	91	93	6	54	255
3435	28	28	28	91	93	6	44	255
3481	28	28	28	91	93	6	53	255
3523	28	28	28	91	93	6	36	255
3567	28	28	28	91	93	6	19	255
3615	28	28	28	91	93	6	2	255
3661	28	28	28	91	93	6	50	255
3708	28	28	28	91	93	6	34	255
3754	28	28	28	91	93	6	47	255
3799	28	28	28	91	93	6	65	255
3841	28	28	28	91	93	6	48	255
42673	29	29	26	87	91	45	0	255
