15	01	22	00	02	28	28	35	89	91	2	0	255
 15	01	22	00	04	28	28	36	89	91	4	0	255
 15	01	22	00	06	28	28	35	89	91	3	0	255
 15	01	22	00	08	28	28	36	89	91	3	0	255
 15	01	22	00	10	28	28	36	89	91	3	0	255
 15	01	22	00	12	28	28	36	89	91	3	0	255
 15	01	22	00	14	28	28	36	89	91	3	0	255
 15	01	22	00	16	28	28	36	89	91	4	0	255
 15	01	22	00	18	28	28	36	89	91	4	0	255
 15	01	22	00	20	28	28	36	89	91	4	0	255
 15	01	22	00	22	28	28	35	89	91	3	0	255
 15	01	22	00	24	28	28	35	89	91	2	0	255
 15	01	22	00	26	28	28	35	89	91	3	0	255
 15	01	22	00	28	28	28	35	89	91	3	0	255
 15	01	22	00	30	28	28	36	89	91	3	0	255
 15	01	22	00	32	28	28	36	89	91	3	0	255
 15	01	22	00	34	28	28	36	89	91	4	0	255
 15	01	22	00	36	28	28	36	89	91	2	0	255
 15	01	22	00	38	28	28	35	89	91	4	0	255
 15	01	22	00	40	28	28	35	89	91	4	0	255
 15	01	22	00	42	28	28	35	89	91	4	0	255
 15	01	22	00	44	28	28	35	89	91	3	0	255
 15	01	22	00	46	28	28	35	89	91	4	0	255
 15	01	22	00	48	28	28	34	89	91	2	16	255
 15	01	22	00	50	28	28	34	89	91	3	16	255
 15	01	22	00	52	28	28	34	89	91	5	16	255
 15	01	22	00	54	28	28	34	90	92	3	16	255
 15	01	22	00	56	28	28	34	91	92	4	16	255
 15	01	22	00	58	28	28	34	91	93	4	0	255
 15	01	22	01	00	28	28	34	91	93	4	0	255
 15	01	22	01	02	28	28	34	91	93	4	0	255
 15	01	22	01	04	28	28	34	91	93	4	0	255
 15	01	22	01	06	28	28	34	91	93	4	0	255
 15	01	22	01	08	28	28	34	91	93	3	0	255
 15	01	22	01	10	28	28	34	91	93	4	0	255
 15	01	22	01	12	28	28	34	91	93	5	0	255
 15	01	22	01	14	28	28	34	91	93	4	0	255
 15	01	22	01	16	28	28	34	91	93	4	0	255
 15	01	22	01	18	28	28	34	91	93	4	0	255
 15	01	22	01	20	28	28	34	91	93	4	0	255
 15	01	22	01	22	28	28	34	91	93	4	0	255
 15	01	22	01	24	28	28	34	91	93	5	0	255
 15	01	22	01	26	28	28	33	91	93	4	0	255
 15	01	22	01	28	28	28	33	91	93	4	0	255
 15	01	22	01	30	28	28	33	91	93	4	0	255
 15	01	22	01	32	28	28	33	91	93	5	0	255
 15	01	22	01	34	28	28	33	91	93	4	0	255
 15	01	22	01	36	28	28	33	91	93	5	0	255
 15	01	22	01	38	28	28	33	91	93	5	0	255
 15	01	22	01	40	28	28	33	91	93	5	0	255
 15	01	22	01	42	28	28	33	91	93	4	0	255
 15	01	22	01	44	28	28	33	91	93	4	0	255
 15	01	22	01	46	28	28	33	91	93	5	0	255
 15	01	22	01	48	28	28	33	91	93	5	0	255
 15	01	22	01	50	28	28	33	91	93	4	0	255
 15	01	22	01	52	28	28	33	91	93	4	0	255
 15	01	22	01	54	28	29	33	91	93	4	0	255
 15	01	22	01	56	28	28	33	91	93	5	0	255
 15	01	22	01	58	28	29	33	91	93	4	0	255
 15	01	22	02	00	28	29	33	91	93	4	0	255
 15	01	22	02	00	28	28	33	91	93	5	0	255
 15	01	22	02	02	28	28	33	91	93	4	0	255
 15	01	22	02	06	28	29	33	91	93	4	0	255
 15	01	22	02	08	28	28	33	91	93	5	0	255
 15	01	22	02	10	28	29	33	91	93	4	0	255
 15	01	22	02	12	28	28	33	91	93	5	0	255
 15	01	22	02	14	28	29	33	91	93	5	0	255
 15	01	22	02	16	28	28	33	91	93	4	0	255
 15	01	22	02	18	28	28	33	91	93	5	0	255
 15	01	22	02	20	28	29	33	91	93	4	0	255
 15	01	22	02	22	28	29	33	91	93	4	0	255
 15	01	22	02	24	28	28	33	91	93	4	0	255
 15	01	22	02	26	28	28	33	91	93	4	0	255
 15	01	22	02	28	28	28	33	91	93	5	0	255
 15	01	22	02	30	28	28	33	91	93	3	0	255
 15	01	22	02	32	28	28	33	91	93	5	0	255
 15	01	22	02	34	28	28	33	91	93	4	0	255
 15	01	22	02	36	28	28	33	91	93	4	0	255
 15	01	22	02	38	28	28	33	91	93	4	0	255
 15	01	22	02	40	28	28	33	91	93	4	0	255
 15	01	22	02	42	28	28	33	91	93	5	0	255
 15	01	22	02	44	28	28	33	90	93	5	0	255
 15	01	22	02	46	28	28	33	90	93	4	0	255
 15	01	22	02	48	28	28	33	91	93	4	0	255
 15	01	22	02	50	28	28	33	90	93	5	0	255
 15	01	22	02	52	28	28	33	90	93	4	0	255
 15	01	22	02	56	28	28	33	90	93	3	0	255
 15	01	22	02	58	28	28	33	90	93	5	0	255
 15	01	22	03	00	28	28	33	90	93	4	0	255
 15	01	22	03	02	28	28	33	90	93	5	0	255
 15	01	22	03	06	28	28	33	90	93	4	0	255
 15	01	22	03	08	28	28	33	90	93	4	0	255
 15	01	22	03	10	28	28	33	90	93	4	0	255
 15	01	22	03	12	28	28	33	90	93	4	0	255
 15	01	22	03	14	28	28	33	90	93	3	0	255
 15	01	22	03	16	28	28	33	90	93	5	0	255
 15	01	22	03	18	28	28	33	90	93	4	0	255
 15	01	22	03	20	28	28	33	90	93	5	0	255
 15	01	22	03	22	28	28	33	90	93	3	0	255
 15	01	22	03	24	28	28	33	90	93	5	0	255
 15	01	22	03	26	28	28	33	90	93	5	0	255
 15	01	22	03	28	28	28	33	90	93	4	0	255
 15	01	22	03	30	28	28	33	90	93	5	0	255
 15	01	22	03	32	28	28	33	90	93	5	0	255
 15	01	22	03	34	28	28	33	90	93	4	0	255
 15	01	22	03	36	28	28	33	90	93	5	0	255
 15	01	22	03	38	28	28	33	90	93	5	0	255
 15	01	22	03	40	28	28	33	90	93	3	0	255
